dataset,gamma_frac,S,seed,ci_level,nVmin,nEmin,dc_id,dc_str,m,nV,nE_best,best_head_j,best_base,weight
adult,0.25,300000,7,0.9,200,200,2,t0.class str EQUAL t1.class str AND t0.Hours-per-week float LESS t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,300000,6327,0,0.283024471945641,0.03302447194564101
adult,0.25,300000,7,0.9,200,200,3,t0.Marital-status str UNEQUAL t1.Marital-status str AND t0.capital-gain float UNEQUAL t1.capital-gain float AND t0.relationship str EQUAL t1.relationship str,3,300000,14704,0,0.7950213388714078,0.5450213388714078
adult,0.25,300000,7,0.9,200,200,8,t0.capital-loss float UNEQUAL t1.capital-loss float AND t0.capital-gain float UNEQUAL t1.capital-gain float,2,300000,27419,1,0.4188937938680682,0.1688937938680682
adult,0.25,300000,7,0.9,200,200,26,t0.education str EQUAL t1.education str AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,25407,1,0.559112501785081,0.309112501785081
adult,0.25,300000,7,0.9,200,200,29,t0.Native-country str UNEQUAL t1.Native-country str AND t0.class str UNEQUAL t1.class str AND t0.education str EQUAL t1.education str,3,300000,20273,2,0.2932509689884974,0.043250968988497396
adult,0.25,300000,7,0.9,200,200,47,t0.capital-gain float LESS t1.capital-gain float AND t0.age int GREATER_EQUAL t1.age int AND t0.education str EQUAL t1.education str,3,300000,29115,0,0.2650991055953747,0.015099105595374696
adult,0.25,300000,7,0.9,200,200,48,t0.capital-gain float LESS t1.capital-gain float AND t0.relationship str UNEQUAL t1.relationship str AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,8948,1,0.5902910639917912,0.3402910639917912
adult,0.25,300000,7,0.9,200,200,59,t0.Education-num int EQUAL t1.Education-num int AND t0.Native-country str UNEQUAL t1.Native-country str AND t0.class str UNEQUAL t1.class str,3,300000,20273,0,0.2932509689884974,0.043250968988497396
adult,0.25,300000,7,0.9,200,200,61,t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,300000,54401,2,0.29148169218318964,0.041481692183189645
adult,0.25,300000,7,0.9,200,200,65,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int EQUAL t1.Education-num int AND t0.age int GREATER_EQUAL t1.age int,3,300000,29115,0,0.2650991055953747,0.015099105595374696
adult,0.25,300000,7,0.9,200,200,66,t0.Education-num int LESS t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float AND t0.capital-loss float LESS t1.capital-loss float,3,300000,6980,1,0.28992952599153465,0.03992952599153465
adult,0.25,300000,7,0.9,200,200,70,t0.Education-num int EQUAL t1.Education-num int AND t0.relationship str EQUAL t1.relationship str AND t0.sex str UNEQUAL t1.sex str,3,300000,25407,1,0.559112501785081,0.309112501785081
adult,0.25,300000,7,0.9,200,200,81,t0.Education-num int LESS t1.Education-num int AND t0.class str EQUAL t1.class str AND t0.capital-loss float LESS t1.capital-loss float,3,300000,6980,1,0.31164514500371626,0.06164514500371626
adult,0.25,300000,7,0.9,200,200,84,t0.capital-gain float LESS t1.capital-gain float AND t0.class str EQUAL t1.class str AND t0.Hours-per-week float EQUAL t1.Hours-per-week float,3,300000,46899,0,0.33711517186944123,0.08711517186944123
adult,0.25,300000,7,0.9,200,200,85,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float GREATER t1.Hours-per-week float,3,300000,54401,0,0.33906982996458546,0.08906982996458546
adult,0.25,300000,7,0.9,200,200,86,t0.capital-gain float LESS t1.capital-gain float AND t0.Education-num int GREATER t1.Education-num int AND t0.Hours-per-week float LESS t1.Hours-per-week float,3,300000,11488,1,0.39224450289889434,0.14224450289889434
adult,0.25,300000,7,0.9,200,200,90,t0.capital-gain float LESS t1.capital-gain float AND t0.class str EQUAL t1.class str AND t0.Native-country str UNEQUAL t1.Native-country str,3,300000,38777,0,0.36639094811580375,0.11639094811580375
adult,0.25,300000,7,0.9,200,200,96,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.age int GREATER_EQUAL t1.age int,3,300000,39785,0,0.29519559322668276,0.04519559322668276
adult,0.25,300000,7,0.9,200,200,97,t0.relationship str UNEQUAL t1.relationship str AND t0.age int EQUAL t1.age int AND t0.Marital-status str EQUAL t1.Marital-status str,3,300000,2968,0,0.4735002599722516,0.2235002599722516
adult,0.25,300000,7,0.9,200,200,106,t0.capital-gain float LESS t1.capital-gain float AND t0.race str UNEQUAL t1.race str AND t0.Education-num int GREATER_EQUAL t1.Education-num int,3,300000,46216,0,0.27068903392469323,0.020689033924693234
