dataset,target_attr,tau,rho,zone_size,num_edges_after_tau,mask,mask_size,leakage,active_edges,blocked_edges,num_chains,active_chains,blocked_chains
airport,iso_country,1.0,0.9,6,7,{},0,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,{continent},1,0.5854263909130502,6,1,2,1,1
airport,iso_country,1.0,0.9,6,7,{home_link},1,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,{keywords},1,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,{municipality},1,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,{scheduled_service},1,0.7588648378614762,6,1,2,1,1
airport,iso_country,1.0,0.9,6,7,{type},1,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,"{continent,home_link}",2,0.5854263909130502,6,1,2,1,1
airport,iso_country,1.0,0.9,6,7,"{continent,keywords}",2,0.5854263909130502,6,1,2,1,1
airport,iso_country,1.0,0.9,6,7,"{continent,municipality}",2,0.5854263909130502,6,1,2,1,1
airport,iso_country,1.0,0.9,6,7,"{continent,scheduled_service}",2,0.0920468199405825,4,3,3,0,3
airport,iso_country,1.0,0.9,6,7,"{continent,type}",2,0.4441049841985556,5,2,2,1,1
airport,iso_country,1.0,0.9,6,7,"{home_link,keywords}",2,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,"{home_link,municipality}",2,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,"{home_link,scheduled_service}",2,0.7588648378614762,5,2,3,1,2
airport,iso_country,1.0,0.9,6,7,"{home_link,type}",2,0.8412245340616323,6,1,2,2,0
airport,iso_country,1.0,0.9,6,7,"{keywords,municipality}",2,0.8412245340616323,7,0,2,2,0
airport,iso_country,1.0,0.9,6,7,"{keywords,scheduled_service}",2,0.761776002237016,5,2,3,1,2
airport,iso_country,1.0,0.9,6,7,"{keywords,type}",2,0.8412245340616323,6,1,2,2,0
airport,iso_country,1.0,0.9,6,7,"{municipality,scheduled_service}",2,0.7588648378614762,5,2,3,1,2
